"player","points","cells","env_number","gempresent","round","tot_points","gem","cell","x","y"
84,39,38,2,1,11,92,0,37,5,4
84,55,38,2,1,11,92,0,37,5,4
84,46,38,2,1,11,92,0,37,5,4
84,75,38,2,1,11,92,0,37,5,4
84,19,10,1,0,12,1161,0,9,1,1
84,7,10,1,0,12,1161,0,9,1,1
84,53,9,1,0,12,1161,0,8,0,1
84,44,9,1,0,12,1161,0,8,0,1
84,52,9,1,0,12,1161,0,8,0,1
84,66,9,1,0,12,1161,0,8,0,1
84,30,9,1,0,12,1161,0,8,0,1
84,56,9,1,0,12,1161,0,8,0,1
84,26,9,1,0,12,1161,0,8,0,1
84,63,9,1,0,12,1161,0,8,0,1
84,55,9,1,0,12,1161,0,8,0,1
84,71,9,1,0,12,1161,0,8,0,1
84,28,9,1,0,12,1161,0,8,0,1
84,68,9,1,0,12,1161,0,8,0,1
84,30,9,1,0,12,1161,0,8,0,1
84,73,9,1,0,12,1161,0,8,0,1
84,30,9,1,0,12,1161,0,8,0,1
84,73,9,1,0,12,1161,0,8,0,1
84,56,9,1,0,12,1161,0,8,0,1
84,31,9,1,0,12,1161,0,8,0,1
84,53,9,1,0,12,1161,0,8,0,1
84,56,9,1,0,12,1161,0,8,0,1
84,51,9,1,0,12,1161,0,8,0,1
84,27,9,1,0,12,1161,0,8,0,1
84,43,9,1,0,12,1161,0,8,0,1
85,51,1,1,1,1,-353,0,0,0,0
85,0,64,1,1,1,-353,0,63,7,7
85,-22,46,1,1,1,-353,0,45,5,5
85,-68,52,1,1,1,-353,0,51,3,6
85,-44,52,1,1,1,-353,0,51,3,6
85,-36,50,1,1,1,-353,0,49,1,6
85,2,5,1,1,1,-353,0,4,4,0
85,31,24,1,1,1,-353,0,23,7,2
85,-10,22,1,1,1,-353,0,21,5,2
85,-37,19,1,1,1,-353,0,18,2,2
85,-34,33,1,1,1,-353,0,32,0,4
85,-18,8,1,1,1,-353,0,7,7,0
85,28,40,1,1,1,-353,0,39,7,4
85,8,62,1,1,1,-353,0,61,5,7
85,-51,57,1,1,1,-353,0,56,0,7
85,38,45,1,1,1,-353,0,44,4,5
85,0,28,1,1,1,-353,0,27,3,3
85,26,30,1,1,1,-353,0,29,5,3
85,-59,52,1,1,1,-353,0,51,3,6
85,-27,52,1,1,1,-353,0,51,3,6
85,-52,57,1,1,1,-353,0,56,0,7
85,-50,57,1,1,1,-353,0,56,0,7
85,-48,57,1,1,1,-353,0,56,0,7
85,7,62,1,1,1,-353,0,61,5,7
85,12,62,1,1,1,-353,0,61,5,7
85,-49,4,6,0,2,-398,0,3,3,0
85,-48,4,6,0,2,-398,0,3,3,0
85,-2,8,6,0,2,-398,0,7,7,0
85,-47,57,6,0,2,-398,0,56,0,7
85,49,45,6,0,2,-398,0,44,4,5
85,22,18,6,0,2,-398,0,17,1,2
85,-20,32,6,0,2,-398,0,31,7,3
85,10,23,6,0,2,-398,0,22,6,2
85,20,21,6,0,2,-398,0,20,4,2
85,-28,35,6,0,2,-398,0,34,2,4
85,-18,38,6,0,2,-398,0,37,5,4
85,23,60,6,0,2,-398,0,59,3,7
85,50,62,6,0,2,-398,0,61,5,7
85,0,64,6,0,2,-398,0,63,7,7
85,-3,2,6,0,2,-398,0,1,1,0
85,-6,33,6,0,2,-398,0,32,0,4
85,-63,50,6,0,2,-398,0,49,1,6
85,-30,43,6,0,2,-398,0,42,2,5
85,8,36,6,0,2,-398,0,35,3,4
85,-62,50,6,0,2,-398,0,49,1,6
85,-74,50,6,0,2,-398,0,49,1,6
85,-53,50,6,0,2,-398,0,49,1,6
85,-46,6,6,0,2,-398,0,5,5,0
85,-38,39,6,0,2,-398,0,38,6,4
85,7,51,6,0,2,-398,0,50,2,6
85,-12,1,5,0,3,-434,0,0,0,0
85,-8,1,5,0,3,-434,0,0,0,0
85,-6,2,5,0,3,-434,0,1,1,0
85,15,3,5,0,3,-434,0,2,2,0
85,-20,4,5,0,3,-434,0,3,3,0
85,-41,5,5,0,3,-434,0,4,4,0
85,-43,5,5,0,3,-434,0,4,4,0
85,-38,5,5,0,3,-434,0,4,4,0
85,0,64,5,0,3,-434,0,63,7,7
85,44,36,5,0,3,-434,0,35,3,4
85,-18,30,5,0,3,-434,0,29,5,3
85,12,27,5,0,3,-434,0,26,2,3
85,29,37,5,0,3,-434,0,36,4,4
85,-64,45,5,0,3,-434,0,44,4,5
85,8,44,5,0,3,-434,0,43,3,5
85,-30,45,5,0,3,-434,0,44,4,5
85,-39,45,5,0,3,-434,0,44,4,5
85,-53,45,5,0,3,-434,0,44,4,5
85,-65,45,5,0,3,-434,0,44,4,5
85,-56,45,5,0,3,-434,0,44,4,5
85,-41,45,5,0,3,-434,0,44,4,5
85,56,18,5,0,3,-434,0,17,1,2
85,-36,51,5,0,3,-434,0,50,2,6
85,-48,50,5,0,3,-434,0,49,1,6
85,20,42,5,0,3,-434,0,41,1,5
85,46,15,3,1,4,520,0,14,6,1
85,239,45,3,1,4,520,1,44,4,5
85,-28,8,3,1,4,520,0,7,7,0
85,30,1,3,1,4,520,0,0,0,0
85,-21,9,3,1,4,520,0,8,0,1
85,48,24,3,1,4,520,0,23,7,2
85,45,56,3,1,4,520,0,55,7,6
85,-9,42,3,1,4,520,0,41,1,5
85,1,28,3,1,4,520,0,27,3,3
85,-41,8,3,1,4,520,0,7,7,0
85,-43,8,3,1,4,520,0,7,7,0
85,-48,8,3,1,4,520,0,7,7,0
85,-42,8,3,1,4,520,0,7,7,0
85,-29,8,3,1,4,520,0,7,7,0
85,8,28,3,1,4,520,0,27,3,3
85,-1,28,3,1,4,520,0,27,3,3
85,11,15,3,1,4,520,0,14,6,1
85,62,24,3,1,4,520,0,23,7,2
85,31,56,3,1,4,520,0,55,7,6
85,42,56,3,1,4,520,0,55,7,6
85,28,56,3,1,4,520,0,55,7,6
85,28,56,3,1,4,520,0,55,7,6
85,42,24,3,1,4,520,0,23,7,2
85,60,24,3,1,4,520,0,23,7,2
85,61,24,3,1,4,520,0,23,7,2
85,42,36,5,0,5,748,0,35,3,4
85,-62,15,5,0,5,748,0,14,6,1
85,-44,50,5,0,5,748,0,49,1,6
85,-48,39,5,0,5,748,0,38,6,4
85,-48,55,5,0,5,748,0,54,6,6
85,31,10,5,0,5,748,0,9,1,1
85,49,20,5,0,5,748,0,19,3,2
85,44,10,5,0,5,748,0,9,1,1
85,45,10,5,0,5,748,0,9,1,1
85,41,10,5,0,5,748,0,9,1,1
85,32,10,5,0,5,748,0,9,1,1
85,31,10,5,0,5,748,0,9,1,1
85,40,10,5,0,5,748,0,9,1,1
85,51,20,5,0,5,748,0,19,3,2
85,48,20,5,0,5,748,0,19,3,2
85,50,20,5,0,5,748,0,19,3,2
85,52,36,5,0,5,748,0,35,3,4
85,41,36,5,0,5,748,0,35,3,4
85,46,36,5,0,5,748,0,35,3,4
85,49,20,5,0,5,748,0,19,3,2
85,50,20,5,0,5,748,0,19,3,2
85,50,36,5,0,5,748,0,35,3,4
85,50,20,5,0,5,748,0,19,3,2
85,56,36,5,0,5,748,0,35,3,4
85,52,20,5,0,5,748,0,19,3,2
85,-16,20,2,0,6,1119,0,19,3,2
85,-39,36,2,0,6,1119,0,35,3,4
85,21,38,2,0,6,1119,0,37,5,4
85,61,6,2,0,6,1119,0,5,5,0
85,58,6,2,0,6,1119,0,5,5,0
85,61,6,2,0,6,1119,0,5,5,0
85,62,6,2,0,6,1119,0,5,5,0
85,39,6,2,0,6,1119,0,5,5,0
85,60,6,2,0,6,1119,0,5,5,0
85,65,6,2,0,6,1119,0,5,5,0
85,39,6,2,0,6,1119,0,5,5,0
85,64,6,2,0,6,1119,0,5,5,0
85,37,6,2,0,6,1119,0,5,5,0
85,52,6,2,0,6,1119,0,5,5,0
85,48,6,2,0,6,1119,0,5,5,0
85,55,6,2,0,6,1119,0,5,5,0
85,42,6,2,0,6,1119,0,5,5,0
85,53,6,2,0,6,1119,0,5,5,0
85,43,6,2,0,6,1119,0,5,5,0
85,61,6,2,0,6,1119,0,5,5,0
85,41,6,2,0,6,1119,0,5,5,0
85,56,6,2,0,6,1119,0,5,5,0
85,56,6,2,0,6,1119,0,5,5,0
85,43,6,2,0,6,1119,0,5,5,0
85,57,6,2,0,6,1119,0,5,5,0
85,2,57,2,1,7,467,0,56,0,7
85,-70,45,2,1,7,467,0,44,4,5
85,-50,19,2,1,7,467,0,18,2,2
85,11,30,2,1,7,467,0,29,5,3
85,-2,30,2,1,7,467,0,29,5,3
85,12,30,2,1,7,467,0,29,5,3
85,16,30,2,1,7,467,0,29,5,3
85,2,30,2,1,7,467,0,29,5,3
85,23,10,2,1,7,467,0,9,1,1
85,22,10,2,1,7,467,0,9,1,1
85,20,10,2,1,7,467,0,9,1,1
85,21,10,2,1,7,467,0,9,1,1
85,22,10,2,1,7,467,0,9,1,1
85,36,48,2,1,7,467,0,47,7,5
85,60,48,2,1,7,467,0,47,7,5
85,63,48,2,1,7,467,0,47,7,5
85,49,48,2,1,7,467,0,47,7,5
85,43,48,2,1,7,467,0,47,7,5
85,59,48,2,1,7,467,0,47,7,5
85,64,48,2,1,7,467,0,47,7,5
85,47,48,2,1,7,467,0,47,7,5
85,35,48,2,1,7,467,0,47,7,5
85,0,64,2,1,7,467,0,63,7,7
85,-36,8,2,1,7,467,0,7,7,0
85,18,35,2,1,7,467,0,34,2,4
85,-33,41,4,1,8,594,0,40,0,5
85,-22,28,4,1,8,594,0,27,3,3
85,-7,37,4,1,8,594,0,36,4,4
85,-52,44,4,1,8,594,0,43,3,5
85,18,43,4,1,8,594,0,42,2,5
85,-43,26,4,1,8,594,0,25,1,3
85,42,30,4,1,8,594,0,29,5,3
85,49,30,4,1,8,594,0,29,5,3
85,46,30,4,1,8,594,0,29,5,3
85,26,30,4,1,8,594,0,29,5,3
85,45,30,4,1,8,594,0,29,5,3
85,48,30,4,1,8,594,0,29,5,3
85,30,30,4,1,8,594,0,29,5,3
85,30,30,4,1,8,594,0,29,5,3
85,36,30,4,1,8,594,0,29,5,3
85,35,30,4,1,8,594,0,29,5,3
85,49,30,4,1,8,594,0,29,5,3
85,25,30,4,1,8,594,0,29,5,3
85,50,30,4,1,8,594,0,29,5,3
85,47,30,4,1,8,594,0,29,5,3
85,42,20,4,1,8,594,0,19,3,2
85,44,20,4,1,8,594,0,19,3,2
85,34,22,4,1,8,594,0,21,5,2
85,37,22,4,1,8,594,0,21,5,2
85,18,12,4,1,8,594,0,11,3,1
85,41,21,6,1,9,6210,0,20,4,2
85,264,20,6,1,9,6210,1,19,3,2
85,252,20,6,1,9,6210,1,19,3,2
85,265,20,6,1,9,6210,1,19,3,2
85,265,20,6,1,9,6210,1,19,3,2
85,268,20,6,1,9,6210,1,19,3,2
85,269,20,6,1,9,6210,1,19,3,2
85,253,20,6,1,9,6210,1,19,3,2
85,270,20,6,1,9,6210,1,19,3,2
85,246,20,6,1,9,6210,1,19,3,2
85,256,20,6,1,9,6210,1,19,3,2
85,254,20,6,1,9,6210,1,19,3,2
85,242,20,6,1,9,6210,1,19,3,2
85,257,20,6,1,9,6210,1,19,3,2
85,245,20,6,1,9,6210,1,19,3,2
85,268,20,6,1,9,6210,1,19,3,2
85,245,20,6,1,9,6210,1,19,3,2
85,247,20,6,1,9,6210,1,19,3,2
85,249,20,6,1,9,6210,1,19,3,2
85,253,20,6,1,9,6210,1,19,3,2
85,244,20,6,1,9,6210,1,19,3,2
85,261,20,6,1,9,6210,1,19,3,2
85,272,20,6,1,9,6210,1,19,3,2
85,271,20,6,1,9,6210,1,19,3,2
85,253,20,6,1,9,6210,1,19,3,2
85,-53,51,3,0,10,-47,0,50,2,6
85,72,28,3,0,10,-47,0,27,3,3
85,-35,29,3,0,10,-47,0,28,4,3
85,21,19,3,0,10,-47,0,18,2,2
85,52,18,3,0,10,-47,0,17,1,2
85,-23,25,3,0,10,-47,0,24,0,3
85,-13,33,3,0,10,-47,0,32,0,4
85,48,42,3,0,10,-47,0,41,1,5
85,-72,53,3,0,10,-47,0,52,4,6
85,-48,52,3,0,10,-47,0,51,3,6
85,44,54,3,0,10,-47,0,53,5,6
85,-26,60,3,0,10,-47,0,59,3,7
85,14,61,3,0,10,-47,0,60,4,7
85,8,47,3,0,10,-47,0,46,6,5
85,-37,39,3,0,10,-47,0,38,6,4
85,20,40,3,0,10,-47,0,39,7,4
85,-20,24,3,0,10,-47,0,23,7,2
85,6,23,3,0,10,-47,0,22,6,2
85,-50,22,3,0,10,-47,0,21,5,2
85,-7,30,3,0,10,-47,0,29,5,3
85,-13,31,3,0,10,-47,0,30,6,3
85,53,38,3,0,10,-47,0,37,5,4
85,7,46,3,0,10,-47,0,45,5,5
85,28,45,3,0,10,-47,0,44,4,5
85,-23,37,3,0,10,-47,0,36,4,4
85,36,11,4,1,11,-58,0,10,2,1
85,10,19,4,1,11,-58,0,18,2,2
85,-36,27,4,1,11,-58,0,26,2,3
85,-18,35,4,1,11,-58,0,34,2,4
85,22,43,4,1,11,-58,0,42,2,5
85,5,51,4,1,11,-58,0,50,2,6
85,-38,52,4,1,11,-58,0,51,3,6
85,-34,53,4,1,11,-58,0,52,4,6
85,-49,54,4,1,11,-58,0,53,5,6
85,25,8,4,1,11,-58,0,7,7,0
85,12,1,4,1,11,-58,0,0,0,0
85,-41,57,4,1,11,-58,0,56,0,7
85,0,64,4,1,11,-58,0,63,7,7
85,20,32,4,1,11,-58,0,31,7,3
85,-70,25,4,1,11,-58,0,24,0,3
85,-24,5,4,1,11,-58,0,4,4,0
85,20,61,4,1,11,-58,0,60,4,7
85,-15,59,4,1,11,-58,0,58,2,7
85,59,3,4,1,11,-58,0,2,2,0
85,27,62,4,1,11,-58,0,61,5,7
85,-50,6,4,1,11,-58,0,5,5,0
85,22,40,4,1,11,-58,0,39,7,4
85,-6,33,4,1,11,-58,0,32,0,4
85,7,38,4,1,11,-58,0,37,5,4
85,58,23,4,1,11,-58,0,22,6,2
85,51,2,1,0,12,85,0,1,1,0
85,36,31,1,0,12,85,0,30,6,3
85,22,51,1,0,12,85,0,50,2,6
85,-22,28,1,0,12,85,0,27,3,3
85,8,8,1,0,12,85,0,7,7,0
85,-1,64,1,0,12,85,0,63,7,7
85,25,57,1,0,12,85,0,56,0,7
85,51,1,1,0,12,85,0,0,0,0
85,-3,25,1,0,12,85,0,24,0,3
85,46,41,1,0,12,85,0,40,0,5
85,11,6,1,0,12,85,0,5,5,0
85,-49,38,1,0,12,85,0,37,5,4
85,-51,54,1,0,12,85,0,53,5,6
85,6,61,1,0,12,85,0,60,4,7
85,-31,59,1,0,12,85,0,58,2,7
85,34,44,1,0,12,85,0,43,3,5
85,12,19,1,0,12,85,0,18,2,2
85,48,13,1,0,12,85,0,12,4,1
85,-50,4,1,0,12,85,0,3,3,0
85,-37,26,1,0,12,85,0,25,1,3
85,-30,35,1,0,12,85,0,34,2,4
85,43,22,1,0,12,85,0,21,5,2
85,40,23,1,0,12,85,0,22,6,2
85,-38,24,1,0,12,85,0,23,7,2
85,-36,40,1,0,12,85,0,39,7,4
86,-4,31,4,0,1,-341,0,30,6,3
86,25,38,4,0,1,-341,0,37,5,4
86,-41,36,4,0,1,-341,0,35,3,4
86,-41,36,4,0,1,-341,0,35,3,4
86,-35,36,4,0,1,-341,0,35,3,4
86,-34,36,4,0,1,-341,0,35,3,4
86,-36,36,4,0,1,-341,0,35,3,4
86,-37,28,4,0,1,-341,0,27,3,3
86,-35,28,4,0,1,-341,0,27,3,3
86,-37,28,4,0,1,-341,0,27,3,3
86,-35,28,4,0,1,-341,0,27,3,3
86,48,38,4,0,1,-341,0,37,5,4
86,-45,36,4,0,1,-341,0,35,3,4
86,-26,36,4,0,1,-341,0,35,3,4
86,-23,37,4,0,1,-341,0,36,4,4
86,19,45,4,0,1,-341,0,44,4,5
86,-14,45,4,0,1,-341,0,44,4,5
86,5,45,4,0,1,-341,0,44,4,5
86,-12,45,4,0,1,-341,0,44,4,5
86,6,45,4,0,1,-341,0,44,4,5
86,12,45,4,0,1,-341,0,44,4,5
86,-3,45,4,0,1,-341,0,44,4,5
86,26,45,4,0,1,-341,0,44,4,5
86,37,30,4,0,1,-341,0,29,5,3
86,-61,46,4,0,1,-341,0,45,5,5
86,256,39,2,1,2,139,1,38,6,4
86,50,47,2,1,2,139,0,46,6,5
86,-19,55,2,1,2,139,0,54,6,6
86,-33,55,2,1,2,139,0,54,6,6
86,-54,55,2,1,2,139,0,54,6,6
86,-12,55,2,1,2,139,0,54,6,6
86,-24,55,2,1,2,139,0,54,6,6
86,-28,55,2,1,2,139,0,54,6,6
86,-24,55,2,1,2,139,0,54,6,6
86,-42,55,2,1,2,139,0,54,6,6
86,-22,55,2,1,2,139,0,54,6,6
86,-13,55,2,1,2,139,0,54,6,6
86,39,48,2,1,2,139,0,47,7,5
86,36,48,2,1,2,139,0,47,7,5
86,31,40,2,1,2,139,0,39,7,4
86,57,32,2,1,2,139,0,31,7,3
86,33,40,2,1,2,139,0,39,7,4
86,-26,56,2,1,2,139,0,55,7,6
86,-22,56,2,1,2,139,0,55,7,6
86,-29,56,2,1,2,139,0,55,7,6
86,-10,56,2,1,2,139,0,55,7,6
86,37,24,2,1,2,139,0,23,7,2
86,37,24,2,1,2,139,0,23,7,2
86,-42,31,2,1,2,139,0,30,6,3
86,-37,31,2,1,2,139,0,30,6,3
86,-4,40,4,0,3,-421,0,39,7,4
86,65,30,4,0,3,-421,0,29,5,3
86,38,38,4,0,3,-421,0,37,5,4
86,32,20,4,0,3,-421,0,19,3,2
86,-6,51,4,0,3,-421,0,50,2,6
86,-6,51,4,0,3,-421,0,50,2,6
86,-29,55,4,0,3,-421,0,54,6,6
86,-30,55,4,0,3,-421,0,54,6,6
86,-29,55,4,0,3,-421,0,54,6,6
86,-50,55,4,0,3,-421,0,54,6,6
86,-45,55,4,0,3,-421,0,54,6,6
86,-27,55,4,0,3,-421,0,54,6,6
86,-45,55,4,0,3,-421,0,54,6,6
86,-33,55,4,0,3,-421,0,54,6,6
86,-38,55,4,0,3,-421,0,54,6,6
86,-24,55,4,0,3,-421,0,54,6,6
86,-42,61,4,0,3,-421,0,60,4,7
86,-40,61,4,0,3,-421,0,60,4,7
86,-29,61,4,0,3,-421,0,60,4,7
86,-13,61,4,0,3,-421,0,60,4,7
86,13,15,4,0,3,-421,0,14,6,1
86,-8,27,4,0,3,-421,0,26,2,3
86,-28,27,4,0,3,-421,0,26,2,3
86,-22,27,4,0,3,-421,0,26,2,3
86,-21,27,4,0,3,-421,0,26,2,3
86,53,40,3,1,4,-668,0,39,7,4
86,-33,36,3,1,4,-668,0,35,3,4
86,-30,36,3,1,4,-668,0,35,3,4
86,-38,36,3,1,4,-668,0,35,3,4
86,-30,36,3,1,4,-668,0,35,3,4
86,-31,36,3,1,4,-668,0,35,3,4
86,-27,36,3,1,4,-668,0,35,3,4
86,-32,36,3,1,4,-668,0,35,3,4
86,-40,36,3,1,4,-668,0,35,3,4
86,-32,36,3,1,4,-668,0,35,3,4
86,52,23,3,1,4,-668,0,22,6,2
86,24,47,3,1,4,-668,0,46,6,5
86,30,16,3,1,4,-668,0,15,7,1
86,42,24,3,1,4,-668,0,23,7,2
86,-54,32,3,1,4,-668,0,31,7,3
86,-54,32,3,1,4,-668,0,31,7,3
86,-61,32,3,1,4,-668,0,31,7,3
86,-44,32,3,1,4,-668,0,31,7,3
86,-62,32,3,1,4,-668,0,31,7,3
86,-59,32,3,1,4,-668,0,31,7,3
86,-36,32,3,1,4,-668,0,31,7,3
86,-51,32,3,1,4,-668,0,31,7,3
86,-52,32,3,1,4,-668,0,31,7,3
86,-64,32,3,1,4,-668,0,31,7,3
86,-39,32,3,1,4,-668,0,31,7,3
86,59,32,2,1,5,496,0,31,7,3
86,-42,31,2,1,5,496,0,30,6,3
86,-28,31,2,1,5,496,0,30,6,3
86,27,40,2,1,5,496,0,39,7,4
86,36,48,2,1,5,496,0,47,7,5
86,60,47,2,1,5,496,0,46,6,5
86,253,39,2,1,5,496,1,38,6,4
86,52,48,2,1,5,496,0,47,7,5
86,43,40,2,1,5,496,0,39,7,4
86,0,46,2,1,5,496,0,45,5,5
86,1,46,2,1,5,496,0,45,5,5
86,-42,46,2,1,5,496,0,45,5,5
86,-35,46,2,1,5,496,0,45,5,5
86,-1,46,2,1,5,496,0,45,5,5
86,52,38,2,1,5,496,0,37,5,4
86,-29,56,2,1,5,496,0,55,7,6
86,-33,56,2,1,5,496,0,55,7,6
86,-16,55,2,1,5,496,0,54,6,6
86,35,24,2,1,5,496,0,23,7,2
86,34,24,2,1,5,496,0,23,7,2
86,61,23,2,1,5,496,0,22,6,2
86,-21,22,2,1,5,496,0,21,5,2
86,-8,22,2,1,5,496,0,21,5,2
86,-3,30,2,1,5,496,0,29,5,3
86,41,16,2,1,5,496,0,15,7,1
86,29,28,3,0,6,-226,0,27,3,3
86,-22,37,3,0,6,-226,0,36,4,4
86,-37,29,3,0,6,-226,0,28,4,3
86,-16,30,3,0,6,-226,0,29,5,3
86,21,35,3,0,6,-226,0,34,2,4
86,-52,27,3,0,6,-226,0,26,2,3
86,0,20,3,0,6,-226,0,19,3,2
86,-9,21,3,0,6,-226,0,20,4,2
86,44,36,3,0,6,-226,0,35,3,4
86,43,44,3,0,6,-226,0,43,3,5
86,-41,43,3,0,6,-226,0,42,2,5
86,25,45,3,0,6,-226,0,44,4,5
86,-52,52,3,0,6,-226,0,51,3,6
86,-51,53,3,0,6,-226,0,52,4,6
86,9,19,3,0,6,-226,0,18,2,2
86,-54,11,3,0,6,-226,0,10,2,1
86,40,12,3,0,6,-226,0,11,3,1
86,-17,20,3,0,6,-226,0,19,3,2
86,-4,20,3,0,6,-226,0,19,3,2
86,-8,20,3,0,6,-226,0,19,3,2
86,-45,13,3,0,6,-226,0,12,4,1
86,43,4,3,0,6,-226,0,3,3,0
86,-35,5,3,0,6,-226,0,4,4,0
86,-38,32,3,0,6,-226,0,31,7,3
86,1,40,3,0,6,-226,0,39,7,4
86,-50,27,1,0,7,-194,0,26,2,3
86,-5,36,1,0,7,-194,0,35,3,4
86,52,37,1,0,7,-194,0,36,4,4
86,-50,38,1,0,7,-194,0,37,5,4
86,-14,30,1,0,7,-194,0,29,5,3
86,-29,29,1,0,7,-194,0,28,4,3
86,-20,28,1,0,7,-194,0,27,3,3
86,-45,20,1,0,7,-194,0,19,3,2
86,8,21,1,0,7,-194,0,20,4,2
86,59,22,1,0,7,-194,0,21,5,2
86,-7,14,1,0,7,-194,0,13,5,1
86,55,13,1,0,7,-194,0,12,4,1
86,-36,12,1,0,7,-194,0,11,3,1
86,28,11,1,0,7,-194,0,10,2,1
86,-32,19,1,0,7,-194,0,18,2,2
86,8,10,1,0,7,-194,0,9,1,1
86,-44,18,1,0,7,-194,0,17,1,2
86,-36,26,1,0,7,-194,0,25,1,3
86,-33,34,1,0,7,-194,0,33,1,4
86,-19,35,1,0,7,-194,0,34,2,4
86,-21,43,1,0,7,-194,0,42,2,5
86,7,42,1,0,7,-194,0,41,1,5
86,33,44,1,0,7,-194,0,43,3,5
86,37,45,1,0,7,-194,0,44,4,5
86,-40,53,1,0,7,-194,0,52,4,6
86,0,1,5,1,8,186,0,0,0,0
86,20,2,5,1,8,186,0,1,1,0
86,45,3,5,1,8,186,0,2,2,0
86,258,4,5,1,8,186,1,3,3,0
86,2,5,5,1,8,186,0,4,4,0
86,-6,6,5,1,8,186,0,5,5,0
86,-23,7,5,1,8,186,0,6,6,0
86,21,8,5,1,8,186,0,7,7,0
86,-36,9,5,1,8,186,0,8,0,1
86,60,10,5,1,8,186,0,9,1,1
86,-25,11,5,1,8,186,0,10,2,1
86,-29,12,5,1,8,186,0,11,3,1
86,6,13,5,1,8,186,0,12,4,1
86,-21,14,5,1,8,186,0,13,5,1
86,-52,15,5,1,8,186,0,14,6,1
86,-35,16,5,1,8,186,0,15,7,1
86,-15,17,5,1,8,186,0,16,0,2
86,14,18,5,1,8,186,0,17,1,2
86,5,19,5,1,8,186,0,18,2,2
86,-37,20,5,1,8,186,0,19,3,2
86,-14,21,5,1,8,186,0,20,4,2
86,36,22,5,1,8,186,0,21,5,2
86,-40,23,5,1,8,186,0,22,6,2
86,-6,24,5,1,8,186,0,23,7,2
86,58,25,5,1,8,186,0,24,0,3
86,48,1,1,1,9,441,0,0,0,0
86,35,2,1,1,9,441,0,1,1,0
86,12,3,1,1,9,441,0,2,2,0
86,61,4,1,1,9,441,0,3,3,0
86,-23,5,1,1,9,441,0,4,4,0
86,70,6,1,1,9,441,0,5,5,0
86,-59,7,1,1,9,441,0,6,6,0
86,-35,8,1,1,9,441,0,7,7,0
86,49,9,1,1,9,441,0,8,0,1
86,-62,10,1,1,9,441,0,9,1,1
86,-18,11,1,1,9,441,0,10,2,1
86,14,12,1,1,9,441,0,11,3,1
86,43,13,1,1,9,441,0,12,4,1
86,22,14,1,1,9,441,0,13,5,1
86,-28,15,1,1,9,441,0,14,6,1
86,42,16,1,1,9,441,0,15,7,1
86,32,17,1,1,9,441,0,16,0,2
86,1,18,1,1,9,441,0,17,1,2
86,-45,19,1,1,9,441,0,18,2,2
86,-13,20,1,1,9,441,0,19,3,2
86,1,21,1,1,9,441,0,20,4,2
86,-8,22,1,1,9,441,0,21,5,2
86,256,23,1,1,9,441,1,22,6,2
86,48,24,1,1,9,441,0,23,7,2
86,-2,25,1,1,9,441,0,24,0,3
86,21,1,6,0,10,-68,0,0,0,0
86,-51,3,6,0,10,-68,0,2,2,0
86,-6,2,6,0,10,-68,0,1,1,0
86,-51,4,6,0,10,-68,0,3,3,0
86,-31,5,6,0,10,-68,0,4,4,0
86,-39,6,6,0,10,-68,0,5,5,0
86,34,7,6,0,10,-68,0,6,6,0
86,-1,8,6,0,10,-68,0,7,7,0
86,1,9,6,0,10,-68,0,8,0,1
86,34,10,6,0,10,-68,0,9,1,1
86,-8,11,6,0,10,-68,0,10,2,1
86,-29,12,6,0,10,-68,0,11,3,1
86,29,13,6,0,10,-68,0,12,4,1
86,-4,14,6,0,10,-68,0,13,5,1
86,-11,15,6,0,10,-68,0,14,6,1
86,29,16,6,0,10,-68,0,15,7,1
86,-38,17,6,0,10,-68,0,16,0,2
86,16,18,6,0,10,-68,0,17,1,2
86,-52,19,6,0,10,-68,0,18,2,2
86,-38,20,6,0,10,-68,0,19,3,2
86,22,21,6,0,10,-68,0,20,4,2
86,37,22,6,0,10,-68,0,21,5,2
86,12,23,6,0,10,-68,0,22,6,2
86,62,24,6,0,10,-68,0,23,7,2
86,-6,25,6,0,10,-68,0,24,0,3
86,19,1,6,0,11,-28,0,0,0,0
86,-1,2,6,0,11,-28,0,1,1,0
86,-51,3,6,0,11,-28,0,2,2,0
86,-51,4,6,0,11,-28,0,3,3,0
86,-25,5,6,0,11,-28,0,4,4,0
86,-35,6,6,0,11,-28,0,5,5,0
86,26,7,6,0,11,-28,0,6,6,0
86,-2,8,6,0,11,-28,0,7,7,0
86,20,9,6,0,11,-28,0,8,0,1
86,29,10,6,0,11,-28,0,9,1,1
86,-11,11,6,0,11,-28,0,10,2,1
86,-14,12,6,0,11,-28,0,11,3,1
86,33,13,6,0,11,-28,0,12,4,1
86,13,14,6,0,11,-28,0,13,5,1
86,-11,15,6,0,11,-28,0,14,6,1
86,32,16,6,0,11,-28,0,15,7,1
86,-40,17,6,0,11,-28,0,16,0,2
86,29,18,6,0,11,-28,0,17,1,2
86,-63,19,6,0,11,-28,0,18,2,2
86,-40,20,6,0,11,-28,0,19,3,2
86,23,21,6,0,11,-28,0,20,4,2
86,36,22,6,0,11,-28,0,21,5,2
86,2,23,6,0,11,-28,0,22,6,2
86,60,24,6,0,11,-28,0,23,7,2
86,-6,25,6,0,11,-28,0,24,0,3
86,0,64,5,1,12,-18,0,63,7,7
