playerNr,groupNr,subjectNr,period,check,prolificID,orderEnvs1,orderEnvs2,orderEnvs3,counter1,counter2,counter3,orderRounds,thisRound,treatment,gemPresent,socialInfo,points,refreshTaskCount,clickedCells,totalPoints,thisEnv,consent,rnd_decI,counterEnv1ng,qR1,qR2,qR3,newvar,strategy,general,age,gender,time_check,time_welcome,time_consent,time_i1,time_i2,time_i3,time_i4,time_i5,time_i6,time_i7,time_i8,time_i9,time_i10,time_iend,time_quiz,time_play.(old),time_play,time_break,time_Questionnaire,time_end,time_376482
17,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,0,"61,27,31,38,39,47,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","-40,-49,-8,49,48,50,52,49,49,50,64,54,72,50,42,59,38,37,34,57,54,63,34,61,49",NA,"60,39,13,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12",1018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,NA,1,"37,37,34,34,34,34,34,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-15,-2,-31,-37,27,23,10,15,13,22,8,29,264,255,249,259,263,263,250,264,263,247,259,255,249",NA,"37,18,14,51,31,31,31,31,31,31,31,3,21,21,21,21,21,21,21,21,21,21,21,21,21",3402,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","49,49,50,48,49,49,49,52,51,50,52,-35,-64,52,51,49,51,49,50,50,52,50,48,48,51",NA,"35,35,35,35,35,35,35,35,35,35,35,18,50,35,35,35,35,35,35,35,35,35,35,35,35",1050,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","67,34,58,73,60,30,39,29,39,27,30,30,44,49,63,62,72,45,59,50,64,34,67,52,75",NA,"15,15,15,15,15,15,15,15,49,49,49,49,15,15,15,15,15,15,15,15,15,15,15,15,15",1252,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434,NA,1,"17,59,39,28,22,6,2,34,41,55,55,55,55,55,55,55,52,52,52,52,52,52,52,52,52","29,36,41,42,35,39,28,44,31,41,28,32,32,45,31,28,26,41,42,36,50,51,52,52,51",NA,"29,29,29,29,29,29,29,29,29,29,29,29,56,56,56,56,29,29,29,29,53,53,53,53,53",963,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"468,335,1244,2195,1650,332,868,905,343,921,1899,254",468,0,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","-44,43,27,16,43,-13,-6,-17,-17,230,46,5,-25,-52,-51,51,12,-2,-23,-22,-47,-30,59,-7,23",0,"18,39,51,6,12,56,41,36,2,23,28,61,58,64,64,16,30,45,1,8,32,32,28,34,53",199,9,0,2,0,3,2,2,2,NA,NA,NA,NA,17,8,12,29,19,9,15,28,5,21,13,32,13,56,40,NA,NA,NA,NA,NA,NA
18,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,1,"28,50,30,53,51,45,21,17,35,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60","41,22,-13,-1,-6,57,22,35,56,15,23,-17,32,-20,8,13,264,244,-21,-44,15,44,-33,-23,-65",NA,"50,23,64,37,39,26,12,5,59,33,8,9,3,35,46,53,57,60,32,29,11,4,21,19,43",648,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","10,31,-50,23,-24,24,31,-1,-23,-59,-37,-18,-21,30,-36,-10,-6,-35,-2,-13,37,31,49,17,49",NA,"39,27,10,4,51,49,49,55,8,13,29,21,19,33,34,25,44,42,43,58,63,61,31,7,49",-3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA,0,"64,57,8,8,8,21,21,21,21,21,21,21,18,18,18,18,18,21,21,21,21,21,21,21,21","71,-22,-25,13,-38,-6,-36,-46,29,39,36,-30,59,-33,-32,-29,23,36,-8,-9,-14,59,-14,36,58",NA,"26,1,8,29,53,50,62,6,20,19,18,27,17,21,25,34,39,31,32,30,38,22,23,44,47",117,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","49,-40,-16,2,-7,-45,-54,8,-55,39,47,38,-53,39,56,-12,21,-31,49,12,-8,45,-35,-50,-40",NA,"35,26,28,38,6,12,56,51,50,1,10,17,19,33,49,57,16,32,24,22,23,48,47,44,45",-41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,1,"28,14,10,10,10,10,10,10,53,30,43,26,26,12,63,63,63,63,63,63,63,63,63,63,63","-36,8,-23,-23,-12,38,51,-44,-2,8,-35,41,21,230,36,10,49,3,-36,-38,31,-37,-19,1,-20",NA,"36,14,12,8,40,46,53,60,49,42,10,26,28,55,23,30,64,62,21,24,4,1,17,22,15",202,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,NA,1,"31,27,38,14,9,41,41,41,41,62,58,9,9,9,9,9,9,9,9,9,9,9,9,9,9","9,50,0,-34,-18,1,-54,-20,-26,7,32,249,5,-4,27,-13,-49,26,50,23,35,20,-30,-56,13",NA,"19,37,51,54,30,2,8,25,48,20,12,11,52,60,44,42,43,63,64,32,23,15,6,17,49",243,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
18,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,NA,1,"37,37,34,34,34,34,34,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","43,-23,12,45,50,4,37,34,74,-37,20,7,43,49,-1,47,-60,14,-50,-20,31,-41,36,14,7",NA,"3,10,16,23,28,20,43,50,54,63,45,26,59,58,30,36,5,33,41,49,47,48,39,31,32",335,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,1,"28,64,40,41,13,8,40,40,40,40,40,40,25,51,44,58,57,57,57,57,57,57,57,57,58","-55,7,-46,-22,-27,14,-50,43,43,-36,-29,7,14,-8,232,39,33,62,-63,-12,6,21,31,26,36",NA,"4,61,53,27,22,18,33,56,57,31,6,29,36,43,46,11,16,40,39,48,63,59,17,2,1",266,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,0,"61,27,31,38,39,47,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","20,-34,-33,-42,20,-22,-29,8,3,-27,48,-35,48,43,45,6,0,-41,-8,-48,6,-49,-51,-6,-50",NA,"8,27,30,48,45,44,37,62,59,60,50,25,2,4,3,11,22,19,15,39,34,55,21,1,5",-228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,NA,0,"8,57,64,1,37,36,28,29,43,44,35,52,45,45,45,48,31,31,36,36,36,36,36,36,36","-26,37,5,20,20,43,-36,-5,28,-41,-33,48,48,11,-28,-40,50,-2,69,23,-43,22,-16,-20,16",NA,"2,29,39,44,61,15,6,26,28,35,30,21,12,50,49,54,55,64,32,23,16,8,17,9,42",150,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,0,"31,29,44,44,44,44,47,47,6,19,19,19,19,44,44,44,44,44,44,44,44,44,44,44,44","33,-9,-22,-30,31,-3,20,-74,9,34,44,12,14,-22,-8,-48,21,22,-62,23,-8,-21,28,29,48",NA,"2,21,34,9,47,31,63,54,24,8,49,50,42,26,51,57,60,36,12,5,7,38,45,45,19",61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"1434,868,343,1625,408,1244,1639,335,504,1599,800,838",1434,0,1,"17,59,39,28,22,6,2,34,41,55,55,55,55,55,55,55,52,52,52,52,52,52,52,52,52","30,30,31,-28,37,-9,31,38,45,28,-46,14,-50,2,5,-25,42,50,-39,28,-11,-35,58,-12,70",1,"57,8,10,64,1,46,36,14,25,43,32,21,4,60,62,41,27,29,18,38,23,50,52,54,48",284,5,0,6,0,3,2,2,2,NA,NA,NA,NA,25,11,24,37,27,10,42,17,9,21,13,74,14,108,32,NA,NA,NA,NA,NA,NA
19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,NA,1,"31,27,38,14,9,41,41,41,41,62,58,9,9,9,9,9,9,9,9,9,9,9,9,9,9","57,-4,8,-28,52,-26,0,-51,5,-16,-55,-11,-12,-1,240,34,-20,-34,-6,26,0,-3,-28,23,-65",NA,"10,15,3,58,64,48,46,36,25,27,8,30,1,42,11,14,29,53,51,24,60,49,57,41,40",85,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,1,"28,64,40,41,13,8,40,40,40,40,40,40,25,51,44,58,57,57,57,57,57,57,57,57,58","36,-21,37,41,-50,36,23,38,-49,-22,12,47,62,52,-52,-37,0,-10,-12,0,56,-11,-21,17,-27",NA,"2,10,1,41,42,8,64,57,28,27,36,56,40,5,60,45,16,22,15,7,25,62,38,21,37",145,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-45,-17,-4,49,12,-10,53,29,34,-21,11,-27,-51,-20,20,23,64,18,-39,-54,-7,269,15,49,-18",NA,"4,12,20,28,29,37,36,43,50,57,22,15,8,1,27,35,44,45,52,51,46,21,26,34,42",333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,0,"24,45,8,15,22,29,1,10,57,33,25,13,6,48,55,6,6,6,6,6,6,6,6,6,6","59,36,25,39,-50,10,-34,8,-3,-36,41,48,-20,37,-51,-17,-6,-28,-14,48,44,4,20,1,22",NA,"37,29,28,36,35,38,30,45,53,58,27,18,9,19,20,10,26,17,25,15,8,64,1,57,23",183,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","-15,38,20,22,3,-9,-6,-46,-13,7,51,-5,253,45,25,40,-3,9,5,-4,43,5,51,49,248",NA,"1,2,3,4,5,11,12,6,8,7,15,14,23,31,39,47,55,22,24,16,32,30,38,40,46",813,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639,NA,1,"16,41,5,9,9,9,9,9,9,16,16,16,16,16,16,45,20,1,7,16,16,39,60,35,16","-40,37,21,12,-8,31,27,41,251,59,32,-8,10,3,-18,32,240,6,50,-22,54,-34,50,52,30",NA,"59,52,51,44,43,53,54,46,38,37,39,47,30,45,36,31,23,22,16,15,24,32,29,28,35",908,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA
19,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,1,"28,50,30,53,51,45,21,17,35,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60","59,-49,35,7,28,-41,-22,7,-11,-41,-5,244,46,-45,55,6,270,-43,3,-9,245,-45,61,257,261",NA,"26,27,25,18,17,34,19,9,1,10,35,60,59,51,52,53,60,61,45,44,60,43,26,60,60",1273,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,NA,1,"28,36,29,37,11,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51","58,44,-49,9,-28,-54,48,48,0,-35,-31,22,-36,17,-6,5,-3,40,54,-10,56,51,10,-12,-31",NA,"52,52,44,51,45,53,35,35,36,28,27,34,43,14,13,22,29,52,52,38,39,39,31,30,47",167,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,NA,0,"22,35,45,19,15,50,51,43,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","-25,-65,-35,-7,51,28,37,-20,50,31,-38,-16,45,-50,28,58,60,60,52,71,-37,-23,35,21,-40",NA,"34,28,27,22,5,5,5,7,13,13,12,21,45,53,46,37,37,37,29,29,30,38,29,36,44",271,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,0,"36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","-8,-8,44,20,35,41,-27,-28,6,-1,40,2,9,-40,20,-50,-5,-49,23,41,-37,-34,5,-2,44",NA,"15,1,46,45,46,38,37,30,34,43,59,59,62,54,52,19,22,39,47,38,25,55,31,29,38",41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,NA,0,"30,30,30,30,30,30,30,44,44,44,44,44,44,44,55,18,18,18,18,18,18,18,18,18,18","-21,-21,34,34,-26,2,-9,-16,27,46,-36,30,26,-52,-53,-19,-23,58,53,36,32,-23,-6,49,49",NA,"1,10,31,31,30,32,23,32,39,47,55,46,42,43,34,21,52,47,47,48,48,40,38,54,54",171,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"1899,1599,800,1434,838,468,1625,376,504,335,343,1244",1899,0,0,"8,57,64,1,37,36,28,29,43,44,35,52,45,45,45,48,31,31,36,36,36,36,36,36,36","-49,-22,35,33,-9,52,54,12,34,22,41,21,64,62,22,49,34,-7,1,0,14,-35,7,31,42",0,"14,9,27,27,2,37,37,44,44,44,55,23,19,19,23,21,29,26,42,42,43,52,39,36,11",508,5,0,8,0,3,2,2,2,NA,NA,NA,NA,7,6,11,27,18,6,9,12,6,14,10,19,8,16,15,NA,NA,NA,NA,NA,NA
20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,NA,0,"22,35,45,19,15,50,51,43,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","49,-36,-10,57,-43,13,30,40,43,-60,-57,-27,1,17,16,-3,59,59,-35,55,21,9,7,-12,-10",NA,"19,27,21,37,44,50,50,2,55,14,14,33,59,59,59,62,35,35,30,35,46,24,24,40,64",183,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,0,"36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","14,-29,-32,-41,35,42,62,38,48,55,52,42,21,22,-48,27,28,-16,59,36,38,37,20,25,43",NA,"20,20,20,35,12,12,12,12,14,14,38,38,52,52,41,58,58,63,23,32,32,16,7,7,6",578,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434,NA,1,"17,59,39,28,22,6,2,34,41,55,55,55,55,55,55,55,52,52,52,52,52,52,52,52,52","8,36,-58,15,-10,38,-11,28,-33,8,8,42,34,36,49,-51,-23,-22,52,49,3,42,-31,-38,44",NA,"30,30,60,40,40,23,18,33,36,42,42,56,56,56,64,63,8,15,53,53,20,27,1,10,34",215,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,NA,0,"30,30,30,30,30,30,30,44,44,44,44,44,44,44,55,18,18,18,18,18,18,18,18,18,18","-13,19,37,35,50,52,35,7,-27,37,-27,-9,12,51,39,29,43,44,36,40,34,8,-23,39,-36",NA,"27,36,31,31,45,45,44,52,53,46,37,38,39,45,47,56,56,19,19,18,18,11,21,17,25",512,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","56,50,37,-5,2,-14,20,11,-49,38,57,48,14,-8,12,21,29,-51,-34,3,42,-27,33,36,-14",NA,"28,29,27,34,31,31,21,13,3,10,28,29,37,43,51,51,42,50,49,41,46,55,53,52,60",307,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-23,-63,-52,-40,29,48,247,242,59,48,36,-28,-6,9,3,-3,6,34,-52,-59,36,35,29,-57,43",NA,"1,64,8,57,45,28,21,21,36,34,39,15,30,19,20,20,18,13,52,52,50,50,43,55,54",521,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
20,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,NA,1,"30,30,30,30,30,30,28,19,19,19,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36","-22,253,45,26,26,28,-16,-37,-33,-28,-42,-57,39,11,51,-27,44,-13,6,21,21,-48,-5,16,50",NA,"29,22,31,31,31,31,20,27,43,53,55,8,14,13,37,36,10,18,9,33,41,50,34,47,37",309,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,NA,1,"28,36,29,37,11,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51","-52,1,-58,20,49,-27,-30,36,42,54,57,-15,37,74,65,42,36,41,53,44,42,-6,-2,9,11",NA,"19,29,37,30,35,12,7,52,52,52,52,42,54,39,39,52,54,55,10,10,55,29,22,31,31",523,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,1,"28,50,30,53,51,45,21,17,35,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60","46,-51,38,28,55,-6,-12,-16,-35,21,-20,15,-37,30,269,261,270,253,257,260,253,266,256,244,263",NA,"26,30,50,50,26,51,45,11,14,17,35,33,58,42,60,60,60,60,60,60,60,60,60,60,60",2908,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,1,"28,64,40,41,13,8,40,40,40,40,40,40,25,51,44,58,57,57,57,57,57,57,57,57,58","-18,-51,36,44,-49,-23,-23,-60,14,268,271,282,282,245,241,284,261,243,273,286,258,265,278,263,248",NA,"30,19,1,41,42,53,14,28,47,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58",4118,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","39,7,-50,-20,38,29,-22,11,-50,-34,29,39,-34,-30,45,25,5,-51,1,44,30,26,-48,-22,22",NA,"38,26,13,43,63,49,58,22,10,1,7,31,28,45,53,53,52,56,24,17,17,33,35,37,4",29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,0,1,esuoh,0,NA,NA,NA,NA,NA,NA,"1177,1625,1912,1599,1650,376,838,800,1899,332,795,468",1177,0,1,"63,63,22,22,44,35,58,54,54,54,54,54,37,38,38,38,38,38,38,48,20,19,27,27,27","20,20,35,35,-25,19,3,11,-4,21,37,-38,34,49,50,49,50,48,52,50,52,49,51,51,51",0,"3,3,63,63,51,30,30,39,25,3,63,64,63,57,57,57,57,57,57,57,57,57,57,57,57",770,8,0,1,0,3,2,2,2,NA,NA,NA,NA,9,4,5,15,13,6,7,11,4,16,9,36,8,31,15,NA,NA,NA,NA,NA,NA
21,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","8,26,20,-47,-58,-42,-36,248,231,245,254,244,240,237,235,231,240,247,253,256,240,228,236,246,250",NA,"20,45,35,55,64,60,57,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11",4232,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,NA,1,"45,54,46,47,48,55,39,38,30,37,53,61,52,60,60,60,60,60,60,60,60,60,60,60,60","27,7,-11,16,23,29,8,-24,31,1,14,-33,-4,22,47,41,23,248,250,243,243,248,245,254,265",NA,"8,18,44,46,23,48,48,64,50,9,4,13,28,23,8,8,8,60,60,60,60,60,60,60,60",2213,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
