"player","points","cells","env_number","gempresent","round","tot_points","gem"
1,-2,19,6,1,11,3569,0
1,270,20,6,1,11,3569,1
1,255,20,6,1,11,3569,1
1,257,20,6,1,11,3569,1
1,244,20,6,1,11,3569,1
1,253,20,6,1,11,3569,1
1,258,20,6,1,11,3569,1
1,242,20,6,1,11,3569,1
1,245,20,6,1,11,3569,1
1,258,20,6,1,11,3569,1
1,262,20,6,1,11,3569,1
1,247,20,6,1,11,3569,1
1,257,20,6,1,11,3569,1
1,-49,38,3,1,12,33,0
1,-65,38,3,1,12,33,0
1,8,28,3,1,12,33,0
1,-31,38,3,1,12,33,0
1,-49,27,3,1,12,33,0
1,-29,37,3,1,12,33,0
1,35,19,3,1,12,33,0
1,6,28,3,1,12,33,0
1,38,19,3,1,12,33,0
1,2,28,3,1,12,33,0
1,-49,18,3,1,12,33,0
1,35,19,3,1,12,33,0
1,36,19,3,1,12,33,0
1,37,19,3,1,12,33,0
1,37,19,3,1,12,33,0
1,37,19,3,1,12,33,0
1,-58,11,3,1,12,33,0
1,-18,11,3,1,12,33,0
1,-27,12,3,1,12,33,0
1,36,19,3,1,12,33,0
1,49,34,3,1,12,33,0
1,50,34,3,1,12,33,0
1,27,35,3,1,12,33,0
1,9,43,3,1,12,33,0
1,-34,44,3,1,12,33,0
2,234,45,3,1,1,321,1
2,-69,38,3,1,1,321,0
2,49,31,3,1,1,321,0
2,67,22,3,1,1,321,0
2,-12,21,3,1,1,321,0
2,14,20,3,1,1,321,0
2,-23,13,3,1,1,321,0
2,-22,13,3,1,1,321,0
2,-21,13,3,1,1,321,0
2,58,22,3,1,1,321,0
2,-27,21,3,1,1,321,0
2,15,46,3,1,1,321,0
2,18,47,3,1,1,321,0
2,75,39,3,1,1,321,0
2,3,48,3,1,1,321,0
2,47,40,3,1,1,321,0
2,-16,37,3,1,1,321,0
2,-30,36,3,1,1,321,0
2,4,28,3,1,1,321,0
2,0,29,3,1,1,321,0
2,-61,27,3,1,1,321,0
2,34,19,3,1,1,321,0
2,-40,29,3,1,1,321,0
2,-28,30,3,1,1,321,0
2,52,23,3,1,1,321,0
2,37,29,4,0,2,11,0
2,-13,44,4,0,2,11,0
2,48,29,4,0,2,11,0
2,-6,35,4,0,2,11,0
2,40,13,4,0,2,11,0
2,-19,19,4,0,2,11,0
2,32,13,4,0,2,11,0
2,-41,27,4,0,2,11,0
2,39,13,4,0,2,11,0
2,-36,28,4,0,2,11,0
2,-53,22,4,0,2,11,0
2,-21,37,4,0,2,11,0
2,8,31,4,0,2,11,0
2,3,45,4,0,2,11,0
2,-52,39,4,0,2,11,0
2,30,53,4,0,2,11,0
2,-51,39,4,0,2,11,0
2,-1,44,4,0,2,11,0
2,63,30,4,0,2,11,0
2,-17,35,4,0,2,11,0
2,23,21,4,0,2,11,0
2,37,34,4,0,2,11,0
2,20,21,4,0,2,11,0
2,-13,61,4,0,2,11,0
2,-46,55,4,0,2,11,0
2,-31,34,2,0,3,106,0
2,35,43,2,0,3,106,0
2,-45,52,2,0,3,106,0
2,-26,52,2,0,3,106,0
2,36,43,2,0,3,106,0
2,5,27,2,0,3,106,0
2,17,27,2,0,3,106,0
2,38,45,2,0,3,106,0
2,2,29,2,0,3,106,0
2,-15,20,2,0,3,106,0
2,67,19,2,0,3,106,0
2,-43,36,2,0,3,106,0
2,-50,40,2,0,3,106,0
2,-21,39,2,0,3,106,0
2,1,64,2,0,3,106,0
2,4,48,2,0,3,106,0
2,35,47,2,0,3,106,0
2,-34,54,2,0,3,106,0
2,43,47,2,0,3,106,0
2,12,16,2,0,3,106,0
2,-40,14,2,0,3,106,0
2,58,21,2,0,3,106,0
2,35,30,2,0,3,106,0
2,34,30,2,0,3,106,0
2,-11,31,2,0,3,106,0
2,-1,29,1,1,4,3631,0
2,-14,29,1,1,4,3631,0
2,0,29,1,1,4,3631,0
2,-10,29,1,1,4,3631,0
2,6,21,1,1,4,3631,0
2,36,4,1,1,4,3631,0
2,-18,20,1,1,4,3631,0
2,261,44,1,1,4,3631,1
2,50,53,1,1,4,3631,0
2,-41,47,1,1,4,3631,0
2,-23,48,1,1,4,3631,0
2,7,39,1,1,4,3631,0
2,259,44,1,1,4,3631,1
2,259,44,1,1,4,3631,1
2,260,44,1,1,4,3631,1
2,260,44,1,1,4,3631,1
2,259,44,1,1,4,3631,1
2,259,44,1,1,4,3631,1
2,259,44,1,1,4,3631,1
2,260,44,1,1,4,3631,1
2,261,44,1,1,4,3631,1
2,261,44,1,1,4,3631,1
2,259,44,1,1,4,3631,1
2,260,44,1,1,4,3631,1
2,262,44,1,1,4,3631,1
2,-44,44,2,1,5,286,0
2,-20,27,2,1,5,286,0
2,-52,19,2,1,5,286,0
2,-43,52,2,1,5,286,0
2,-33,31,2,1,5,286,0
2,59,47,2,1,5,286,0
2,29,32,2,1,5,286,0
2,-21,46,2,1,5,286,0
2,22,32,2,1,5,286,0
2,50,38,2,1,5,286,0
2,50,23,2,1,5,286,0
2,30,29,2,1,5,286,0
2,20,15,2,1,5,286,0
2,6,21,2,1,5,286,0
2,21,15,2,1,5,286,0
2,-2,22,2,1,5,286,0
2,21,15,2,1,5,286,0
2,9,29,2,1,5,286,0
2,21,15,2,1,5,286,0
2,35,24,2,1,5,286,0
2,28,54,2,1,5,286,0
2,37,54,2,1,5,286,0
2,31,54,2,1,5,286,0
2,7,62,2,1,5,286,0
2,25,53,2,1,5,286,0
2,49,31,5,0,6,1207,0
2,66,31,5,0,6,1207,0
2,67,31,5,0,6,1207,0
2,69,31,5,0,6,1207,0
2,63,31,5,0,6,1207,0
2,45,31,5,0,6,1207,0
2,67,31,5,0,6,1207,0
2,59,31,5,0,6,1207,0
