"player","points","cells","env_number","gempresent","round","tot_points","gem","trial","unique_rounds","round_id","cell","x","y","round_gem_found","performance_group_f","performance_group"
85,-53,50,6,0,2,-398,0,22,1010,1010,49,1,6,NA,NA,NA
85,-46,6,6,0,2,-398,0,23,1010,1010,5,5,0,NA,NA,NA
85,-38,39,6,0,2,-398,0,24,1010,1010,38,6,4,NA,NA,NA
85,7,51,6,0,2,-398,0,25,1010,1010,50,2,6,NA,NA,NA
85,-12,1,5,0,3,-434,0,1,1011,1011,0,0,0,NA,NA,NA
85,-8,1,5,0,3,-434,0,2,1011,1011,0,0,0,NA,NA,NA
85,-6,2,5,0,3,-434,0,3,1011,1011,1,1,0,NA,NA,NA
85,15,3,5,0,3,-434,0,4,1011,1011,2,2,0,NA,NA,NA
85,-20,4,5,0,3,-434,0,5,1011,1011,3,3,0,NA,NA,NA
85,-41,5,5,0,3,-434,0,6,1011,1011,4,4,0,NA,NA,NA
85,-43,5,5,0,3,-434,0,7,1011,1011,4,4,0,NA,NA,NA
85,-38,5,5,0,3,-434,0,8,1011,1011,4,4,0,NA,NA,NA
85,0,64,5,0,3,-434,0,9,1011,1011,63,7,7,NA,NA,NA
85,44,36,5,0,3,-434,0,10,1011,1011,35,3,4,NA,NA,NA
85,-18,30,5,0,3,-434,0,11,1011,1011,29,5,3,NA,NA,NA
85,12,27,5,0,3,-434,0,12,1011,1011,26,2,3,NA,NA,NA
85,29,37,5,0,3,-434,0,13,1011,1011,36,4,4,NA,NA,NA
85,-64,45,5,0,3,-434,0,14,1011,1011,44,4,5,NA,NA,NA
85,8,44,5,0,3,-434,0,15,1011,1011,43,3,5,NA,NA,NA
85,-30,45,5,0,3,-434,0,16,1011,1011,44,4,5,NA,NA,NA
85,-39,45,5,0,3,-434,0,17,1011,1011,44,4,5,NA,NA,NA
85,-53,45,5,0,3,-434,0,18,1011,1011,44,4,5,NA,NA,NA
85,-65,45,5,0,3,-434,0,19,1011,1011,44,4,5,NA,NA,NA
85,-56,45,5,0,3,-434,0,20,1011,1011,44,4,5,NA,NA,NA
85,-41,45,5,0,3,-434,0,21,1011,1011,44,4,5,NA,NA,NA
85,56,18,5,0,3,-434,0,22,1011,1011,17,1,2,NA,NA,NA
85,-36,51,5,0,3,-434,0,23,1011,1011,50,2,6,NA,NA,NA
85,-48,50,5,0,3,-434,0,24,1011,1011,49,1,6,NA,NA,NA
85,20,42,5,0,3,-434,0,25,1011,1011,41,1,5,NA,NA,NA
85,46,15,3,1,4,520,0,1,1012,1012,14,6,1,2,"medium",2
85,239,45,3,1,4,520,1,2,1012,1012,44,4,5,2,"medium",2
85,-28,8,3,1,4,520,0,3,1012,1012,7,7,0,2,"medium",2
85,30,1,3,1,4,520,0,4,1012,1012,0,0,0,2,"medium",2
85,-21,9,3,1,4,520,0,5,1012,1012,8,0,1,2,"medium",2
85,48,24,3,1,4,520,0,6,1012,1012,23,7,2,2,"medium",2
85,45,56,3,1,4,520,0,7,1012,1012,55,7,6,2,"medium",2
85,-9,42,3,1,4,520,0,8,1012,1012,41,1,5,2,"medium",2
85,1,28,3,1,4,520,0,9,1012,1012,27,3,3,2,"medium",2
85,-41,8,3,1,4,520,0,10,1012,1012,7,7,0,2,"medium",2
85,-43,8,3,1,4,520,0,11,1012,1012,7,7,0,2,"medium",2
85,-48,8,3,1,4,520,0,12,1012,1012,7,7,0,2,"medium",2
85,-42,8,3,1,4,520,0,13,1012,1012,7,7,0,2,"medium",2
85,-29,8,3,1,4,520,0,14,1012,1012,7,7,0,2,"medium",2
85,8,28,3,1,4,520,0,15,1012,1012,27,3,3,2,"medium",2
85,-1,28,3,1,4,520,0,16,1012,1012,27,3,3,2,"medium",2
85,11,15,3,1,4,520,0,17,1012,1012,14,6,1,2,"medium",2
85,62,24,3,1,4,520,0,18,1012,1012,23,7,2,2,"medium",2
85,31,56,3,1,4,520,0,19,1012,1012,55,7,6,2,"medium",2
85,42,56,3,1,4,520,0,20,1012,1012,55,7,6,2,"medium",2
85,28,56,3,1,4,520,0,21,1012,1012,55,7,6,2,"medium",2
85,28,56,3,1,4,520,0,22,1012,1012,55,7,6,2,"medium",2
85,42,24,3,1,4,520,0,23,1012,1012,23,7,2,2,"medium",2
85,60,24,3,1,4,520,0,24,1012,1012,23,7,2,2,"medium",2
85,61,24,3,1,4,520,0,25,1012,1012,23,7,2,2,"medium",2
85,42,36,5,0,5,748,0,1,1013,1013,35,3,4,NA,NA,NA
85,-62,15,5,0,5,748,0,2,1013,1013,14,6,1,NA,NA,NA
85,-44,50,5,0,5,748,0,3,1013,1013,49,1,6,NA,NA,NA
85,-48,39,5,0,5,748,0,4,1013,1013,38,6,4,NA,NA,NA
85,-48,55,5,0,5,748,0,5,1013,1013,54,6,6,NA,NA,NA
85,31,10,5,0,5,748,0,6,1013,1013,9,1,1,NA,NA,NA
85,49,20,5,0,5,748,0,7,1013,1013,19,3,2,NA,NA,NA
85,44,10,5,0,5,748,0,8,1013,1013,9,1,1,NA,NA,NA
85,45,10,5,0,5,748,0,9,1013,1013,9,1,1,NA,NA,NA
85,41,10,5,0,5,748,0,10,1013,1013,9,1,1,NA,NA,NA
85,32,10,5,0,5,748,0,11,1013,1013,9,1,1,NA,NA,NA
85,31,10,5,0,5,748,0,12,1013,1013,9,1,1,NA,NA,NA
85,40,10,5,0,5,748,0,13,1013,1013,9,1,1,NA,NA,NA
85,51,20,5,0,5,748,0,14,1013,1013,19,3,2,NA,NA,NA
85,48,20,5,0,5,748,0,15,1013,1013,19,3,2,NA,NA,NA
85,50,20,5,0,5,748,0,16,1013,1013,19,3,2,NA,NA,NA
85,52,36,5,0,5,748,0,17,1013,1013,35,3,4,NA,NA,NA
85,41,36,5,0,5,748,0,18,1013,1013,35,3,4,NA,NA,NA
85,46,36,5,0,5,748,0,19,1013,1013,35,3,4,NA,NA,NA
85,49,20,5,0,5,748,0,20,1013,1013,19,3,2,NA,NA,NA
85,50,20,5,0,5,748,0,21,1013,1013,19,3,2,NA,NA,NA
85,50,36,5,0,5,748,0,22,1013,1013,35,3,4,NA,NA,NA
85,50,20,5,0,5,748,0,23,1013,1013,19,3,2,NA,NA,NA
